"OBJIDsic","Region_new","Region_unique","island","UN_geospat"
599,"Eyre_Basin","AUS_Eyre_Basin_599","MAIN","Oceania"
600,"Murray_Basin","AUS_Murray_Basin_600","MAIN","Oceania"
601,"Lofty_North","AUS_Lofty_North_601","MAIN","Oceania"
602,"Nullabor","AUS_Nullabor_602","MAIN","Oceania"
603,"North_West","AUS_North_West_603","MAIN","Oceania"
604,"South_East","AUS_South_East_604","MAIN","Oceania"
605,"Lofty_South","AUS_Lofty_South_605","MAIN","Oceania"
606,"Yorke_Peninsula","AUS_Yorke_Peninsula_606","MAIN","Oceania"
607,"","AUS_Serventy_Island_607","ISL","Oceania"
608,"","AUS_Seagull_Island_608","ISL","Oceania"
609,"","AUS_Suomi_Island_609","ISL","Oceania"
610,"","AUS_Tasmania_610","ISL","Oceania"
611,"","AUS_Macquarie_Island_611","ISL","Oceania"
612,"","AUS_Uncle_Margie_Island_612","ISL","Oceania"
613,"Avon_Wheatbelt","AUS_Avon_Wheatbelt_613","MAIN","Oceania"
614,"Carnarvon","AUS_Carnarvon_614","MAIN","Oceania"
615,"Central_Kimberley","AUS_Central_Kimberley_615","MAIN","Oceania"
616,"Coolgardie","AUS_Coolgardie_616","MAIN","Oceania"
617,"Central_Ranges","AUS_Central_Ranges_617","MAIN","Oceania"
618,"Dampierland","AUS_Dampierland_618","MAIN","Oceania"
619,"Esperance_Plains","AUS_Esperance_Plains_619","MAIN","Oceania"
620,"Gascoyne","AUS_Gascoyne_620","MAIN","Oceania"
621,"Gibson_Desert","AUS_Gibson_Desert_621","MAIN","Oceania"
622,"Gread_Sandy_Desert","AUS_Gread_Sandy_Desert_622","MAIN","Oceania"
623,"Geraldton_Sandplains","AUS_Geraldton_Sandplains_623","MAIN","Oceania"
624,"Great_Victoria_Desert","AUS_Great_Victoria_Desert_624","MAIN","Oceania"
625,"Hampton","AUS_Hampton_625","MAIN","Oceania"
626,"Jarrah_Forest","AUS_Jarrah_Forest_626","MAIN","Oceania"
627,"Little_Sandy_Desert","AUS_Little_Sandy_Desert_627","MAIN","Oceania"
628,"Mallee","AUS_Mallee_628","MAIN","Oceania"
629,"Murchison","AUS_Murchison_629","MAIN","Oceania"
630,"Northern_Kimberley","AUS_Northern_Kimberley_630","MAIN","Oceania"
631,"Nullabor","AUS_Nullabor_631","MAIN","Oceania"
632,"Ord_Victoria_Plains","AUS_Ord_Victoria_Plains_632","MAIN","Oceania"
633,"Pilbara","AUS_Pilbara_633","MAIN","Oceania"
634,"Swan_Coastal_Plain","AUS_Swan_Coastal_Plain_634","MAIN","Oceania"
635,"Tanami","AUS_Tanami_635","MAIN","Oceania"
636,"Victoria_Bonaparte","AUS_Victoria_Bonaparte_636","MAIN","Oceania"
637,"Warren","AUS_Warren_637","MAIN","Oceania"
638,"Yalgoo","AUS_Yalgoo_638","MAIN","Oceania"
639,"","AUS_White_Island_639","ISL","Oceania"
640,"","AUS_Wooded_Island_640","ISL","Oceania"
641,"","AUS_West_Wallabi_Island_641","ISL","Oceania"
643,"Burundi","BDI_Burundi_643","MAIN","East_Africa"
645,"Benin","BEN_Benin_645","MAIN","Western_Africa"
646,"","NLD_Bonaire_646","ISL","South_America"
647,"","NLD_St_Eustatius_647","ISL","Central_America_Carib"
648,"","NLD_Saba_648","ISL","Central_America_Carib"
649,"Burkina_Faso","BFA_Burkina_Faso_649","MAIN","Western_Africa"
650,"Bulgaria","BGR_Bulgaria_650","MAIN","Eastern_Europe"
651,"","BHS_Bahamas_651","ISL","Central_America_Carib"
652,"","FRA_St_Barthelemy_652","ISL","Central_America_Carib"
653,"Belarus","BLR_Belarus_653","MAIN","Eastern_Europe"
661,"","GBR_Bermuda_661","ISL","Mid_North_America"
663,"Acre","BRA_Acre_663","MAIN","South_America"
664,"Alagoas","BRA_Alagoas_664","MAIN","South_America"
665,"Amazonas","BRA_Amazonas_665","MAIN","South_America"
666,"Amapa","BRA_Amapa_666","MAIN","South_America"
667,"Bahia","BRA_Bahia_667","MAIN","South_America"
668,"Ceara","BRA_Ceara_668","MAIN","South_America"
669,"Distrito_Federal","BRA_Distrito_Federal_669","MAIN","South_America"
670,"Espirito_Santo","BRA_Espirito_Santo_670","MAIN","South_America"
671,"","BRA_Trindade_and_Martin_Vaz_671","ISL","South_America"
672,"Goias","BRA_Goias_672","MAIN","South_America"
673,"Maranhao","BRA_Maranhao_673","MAIN","South_America"
674,"Minas_Gerais","BRA_Minas_Gerais_674","MAIN","South_America"
675,"Mato_Grosso_do_Sul","BRA_Mato_Grosso_do_Sul_675","MAIN","South_America"
676,"Mato_Grosso","BRA_Mato_Grosso_676","MAIN","South_America"
677,"Para","BRA_Para_677","MAIN","South_America"
678,"Paraiba","BRA_Paraiba_678","MAIN","South_America"
679,"Pernambuco","BRA_Pernambuco_679","MAIN","South_America"
680,"Piaui","BRA_Piaui_680","MAIN","South_America"
681,"Parana","BRA_Parana_681","MAIN","South_America"
682,"Rio_de_Janeiro","BRA_Rio_de_Janeiro_682","MAIN","South_America"
683,"Rio_Grande_do_Norte","BRA_Rio_Grande_do_Norte_683","MAIN","South_America"
684,"Rondonia","BRA_Rondonia_684","MAIN","South_America"
685,"Roraima","BRA_Roraima_685","MAIN","South_America"
686,"Rio_Grande_do_Sul","BRA_Rio_Grande_do_Sul_686","MAIN","South_America"
687,"Santa_Catarina","BRA_Santa_Catarina_687","MAIN","South_America"
688,"Sergipe","BRA_Sergipe_688","MAIN","South_America"
689,"Sao_Paulo","BRA_Sao_Paulo_689","MAIN","South_America"
690,"Tocatins","BRA_Tocatins_690","MAIN","South_America"
691,"","BRB_Barbados_691","ISL","Central_America_Carib"
692,"Botswana","BWA_Botswana_692","MAIN","Mid_South_Africa"
693,"Central_African_Republic","CAF_Central_African_Republic_693","MAIN","Mid_South_Africa"
694,"Alberta","CAN_Alberta_694","MAIN","Northern_North_America"
695,"British_Columbia","CAN_British_Columbia_695","MAIN","Northern_North_America"
696,"Labrador","CAN_Labrador_696","MAIN","Northern_North_America"
697,"Manitoba","CAN_Manitoba_697","MAIN","Northern_North_America"
698,"New_Brunswick","CAN_New_Brunswick_698","MAIN","Northern_North_America"
699,"","CAN_Newfoundland_699","ISL","Northern_North_America"
700,"Nova_Scotia","CAN_Nova_Scotia_700","MAIN","Northern_North_America"
701,"Northwest_Territories","CAN_Northwest_Territories_701","MAIN","Northern_North_America"
702,"Nunavut","CAN_Nunavut_702","MAIN","Northern_North_America"
703,"Ontario","CAN_Ontario_703","MAIN","Northern_North_America"
704,"","CAN_Prince_Edward_Island_704","ISL","Northern_North_America"
705,"Quebec","CAN_Quebec_705","MAIN","Northern_North_America"
706,"","CAN_Sable_Island_706","ISL","Northern_North_America"
707,"Saskatchewan","CAN_Saskatchewan_707","MAIN","Northern_North_America"
708,"Yukon","CAN_Yukon_708","MAIN","Northern_North_America"
709,"","AUS_Cocos_North_Keeling_Island_709","ISL","Southeast_Asia"
710,"Switzerland","CHE_Switzerland_710","MAIN","Europe"
711,"","RUS_Antsiferova_711","ISL","Eastern_Europe"
712,"Aisen","CHL_Aisen_712","MAIN","South_America"
714,"Arica","CHL_Arica_714","MAIN","South_America"
715,"","CHL_Alejandro_Selkirk_Island_715","ISL","South_America"
716,"Arauco","CHL_Arauco_716","MAIN","South_America"
717,"Biobio","CHL_Biobio_717","MAIN","South_America"
718,"Cachapoal","CHL_Cachapoal_718","MAIN","South_America"
719,"Chad","TCD_Chad_719","MAIN","Mid_South_Africa"
720,"Cardenal_Caro","CHL_Cardenal_Caro_720","MAIN","South_America"
721,"Cordillera","CHL_Cordillera_721","MAIN","South_America"
722,"Chiloe","CHL_Chiloe_722","MAIN","South_America"
723,"Choapa","CHL_Choapa_723","MAIN","South_America"
724,"Coihaique","CHL_Coihaique_724","MAIN","South_America"
725,"Colchagua","CHL_Colchagua_725","MAIN","South_America"
726,"Concepcion","CHL_Concepcion_726","MAIN","South_America"
727,"Copiapo","CHL_Copiapo_727","MAIN","South_America"
728,"Capitan_Prat","CHL_Capitan_Prat_728","MAIN","South_America"
729,"Cauquenes","CHL_Cauquenes_729","MAIN","South_America"
730,"Cautin","CHL_Cautin_730","MAIN","South_America"
731,"Curico","CHL_Curico_731","MAIN","South_America"
732,"El_Loa","CHL_El_Loa_732","MAIN","South_America"
733,"Elqui","CHL_Elqui_733","MAIN","South_America"
734,"General_Carrera","CHL_General_Carrera_734","MAIN","South_America"
735,"Huasco","CHL_Huasco_735","MAIN","South_America"
736,"Iquique","CHL_Iquique_736","MAIN","South_America"
737,"Los_Andes","CHL_Los_Andes_737","MAIN","South_America"
738,"Llanquihue","CHL_Llanquihue_738","MAIN","South_America"
739,"Limari","CHL_Limari_739","MAIN","South_America"
740,"Linares","CHL_Linares_740","MAIN","South_America"
741,"Melipilla","CHL_Melipilla_741","MAIN","South_America"
742,"Magallanes","CHL_Magallanes_742","MAIN","South_America"
743,"Maipo","CHL_Maipo_743","MAIN","South_America"
744,"Malleco","CHL_Malleco_744","MAIN","South_America"
745,"Nuble","CHL_Nuble_745","MAIN","South_America"
746,"Osorno","CHL_Osorno_746","MAIN","South_America"
747,"Petorca","CHL_Petorca_747","MAIN","South_America"
748,"Palena","CHL_Palena_748","MAIN","South_America"
749,"Parinacota","CHL_Parinacota_749","MAIN","South_America"
750,"Quillota","CHL_Quillota_750","MAIN","South_America"
751,"","CHL_Robinso_Crusoe_Island_751","ISL","South_America"
752,"San_Antonio","CHL_San_Antonio_752","MAIN","South_America"
753,"","CHL_Santa_Clara_753","ISL","South_America"
754,"San_Felipe_de_Aconcagua","CHL_San_Felipe_de_Aconcagua_754","MAIN","South_America"
755,"Santiago","CHL_Santiago_755","MAIN","South_America"
756,"Talca","CHL_Talca_756","MAIN","South_America"
757,"Talagante","CHL_Talagante_757","MAIN","South_America"
758,"","CHL_Tierra_del_Fuego_CHL_758","ISL","South_America"
759,"Tocopilla","CHL_Tocopilla_759","MAIN","South_America"
760,"Ultima_Esperanza","CHL_Ultima_Esperanza_760","MAIN","South_America"
761,"Valdivia","CHL_Valdivia_761","MAIN","South_America"
762,"Valparaiso","CHL_Valparaiso_762","MAIN","South_America"
763,"Beijing","CHN_Beijing_763","MAIN","East_Asia"
764,"Tianjing","CHN_Tianjing_764","MAIN","East_Asia"
765,"Hebei","CHN_Hebei_765","MAIN","East_Asia"
766,"Shanxi","CHN_Shanxi_766","MAIN","East_Asia"
767,"Liaoning","CHN_Liaoning_767","MAIN","East_Asia"
768,"Jilin","CHN_Jilin_768","MAIN","East_Asia"
769,"Heilongjiang","CHN_Heilongjiang_769","MAIN","East_Asia"
770,"Shanghai","CHN_Shanghai_770","MAIN","East_Asia"
771,"Jiangsu","CHN_Jiangsu_771","MAIN","East_Asia"
772,"Zhejiang","CHN_Zhejiang_772","MAIN","East_Asia"
773,"Anhui","CHN_Anhui_773","MAIN","East_Asia"
774,"Fujian","CHN_Fujian_774","MAIN","East_Asia"
775,"Jiangxi","CHN_Jiangxi_775","MAIN","East_Asia"
776,"Shandong","CHN_Shandong_776","MAIN","East_Asia"
777,"Henan","CHN_Henan_777","MAIN","East_Asia"
778,"Hubei","CHN_Hubei_778","MAIN","East_Asia"
779,"Hunan","CHN_Hunan_779","MAIN","East_Asia"
780,"Guangdong","CHN_Guangdong_780","MAIN","East_Asia"
781,"Guangxi","CHN_Guangxi_781","MAIN","East_Asia"
782,"","CHN_Hainan_782","ISL","East_Asia"
783,"Chongqing","CHN_Chongqing_783","MAIN","East_Asia"
784,"Sichuan","CHN_Sichuan_784","MAIN","East_Asia"
785,"Guizhou","CHN_Guizhou_785","MAIN","East_Asia"
786,"Yunnan","CHN_Yunnan_786","MAIN","East_Asia"
787,"Neimenggu","CHN_Neimenggu_787","MAIN","East_Asia"
788,"Shaanxi","CHN_Shaanxi_788","MAIN","East_Asia"
789,"Gansu","CHN_Gansu_789","MAIN","East_Asia"
790,"Qinghai","CHN_Qinghai_790","MAIN","East_Asia"
791,"Ningxia","CHN_Ningxia_791","MAIN","East_Asia"
792,"HongKong","CHN_HongKong_792","MAIN","East_Asia"
793,"Macau","CHN_Macau_793","MAIN","East_Asia"
794,"Xinjiang","CHN_Xinjiang_794","MAIN","East_Asia"
795,"Xizang","CHN_Xizang_795","MAIN","East_Asia"
796,"Cote_dIvoire","CIV_Cote_dIvoire_796","MAIN","Western_Africa"
797,"Cameroon","CMR_Cameroon_797","MAIN","Mid_South_Africa"
798,"Congo_Dem_Rep","COD_Congo_Dem_Rep_798","MAIN","Mid_South_Africa"
799,"Congo","COG_Congo_799","MAIN","Mid_South_Africa"
800,"","COK_Aitutaki_800","ISL","Micronesia_Polynesia"
801,"","COK_Atiu_801","ISL","Micronesia_Polynesia"
802,"","COK_Mangaia_802","ISL","Micronesia_Polynesia"
803,"","COK_Mauke_803","ISL","Micronesia_Polynesia"
804,"","COK_Manuae_804","ISL","Micronesia_Polynesia"
805,"","COK_Manihiki_805","ISL","Micronesia_Polynesia"
806,"","COK_Mitiaro_806","ISL","Micronesia_Polynesia"
807,"","COK_Nassau_807","ISL","Micronesia_Polynesia"
808,"","COK_Palmerston_808","ISL","Micronesia_Polynesia"
809,"","COK_Penrhyn_Tongareva_809","ISL","Micronesia_Polynesia"
810,"","COK_Pukapuka_Cook_810","ISL","Micronesia_Polynesia"
811,"","COK_Rarotonga_811","ISL","Micronesia_Polynesia"
812,"","COK_Rakahanga_812","ISL","Micronesia_Polynesia"
813,"","COK_Suwarrow_813","ISL","Micronesia_Polynesia"
814,"","COK_Takutea_814","ISL","Micronesia_Polynesia"
817,"","CPV_Cape_Verde_817","ISL","Western_Africa"
818,"Costa_Rica","CRI_Costa_Rica_818","MAIN","Central_America_Carib"
819,"","CUB_Cuba_819","ISL","Central_America_Carib"
820,"","CUW_Curacao_820","ISL","South_America"
821,"","AUS_Christmas_Island_821","ISL","Southeast_Asia"
822,"","GBR_Cayman_Islands_822","ISL","Central_America_Carib"
823,"","CYP_Cyprus_823","ISL","Western_Asia"
824,"Czech_Republic","CZE_Czech_Republic_824","MAIN","Eastern_Europe"
826,"Djibouti","DJI_Djibouti_826","MAIN","East_Africa"
827,"","DMA_Dominica_827","ISL","Central_America_Carib"
828,"Denmark","DNK_Denmark_828","MAIN","Europe"
829,"","DOM_Dominican_Republic_829","ISL","Central_America_Carib"
830,"Algeria","DZA_Algeria_830","MAIN","North_Africa"
833,"Egypt","EGY_Egypt_833","MAIN","North_Africa"
834,"Eritrea","ERI_Eritrea_834","MAIN","East_Africa"
836,"","ESP_Balearics_836","ISL","Europe"
838,"Estonia","EST_Estonia_838","MAIN","Europe"
839,"Ethiopia","ETH_Ethiopia_839","MAIN","East_Africa"
840,"Finland","FIN_Finland_840","MAIN","Europe"
841,"","FJI_Aiwa_841","ISL","Micronesia_Polynesia"
842,"","FJI_Lakeba_842","ISL","Micronesia_Polynesia"
843,"","FJI_Nasoata_843","ISL","Oceania"
844,"","FJI_Nayau_844","ISL","Micronesia_Polynesia"
845,"","FJI_Rotuma_845","ISL","Oceania"
847,"","FRA_Crozet_Island_847","ISL","Mid_South_Africa"
848,"","FRA_Clipperton_Island_848","ISL","Central_America_Carib"
849,"","FRA_Corsica_849","ISL","Europe"
850,"","FRA_Kerguelen_850","ISL","Mid_South_Africa"
851,"","FRO_Faroe_Islands_851","ISL","Europe"
852,"Gabon","GAB_Gabon_852","MAIN","Mid_South_Africa"
853,"","GBR_Diego_Garcia_853","ISL","Southern_Asia"
858,"Georgia_Republic","GEO_Georgia_Republic_858","MAIN","Western_Asia"
859,"Ghana","GHA_Ghana_859","MAIN","Western_Africa"
860,"Guinea","GIN_Guinea_860","MAIN","Western_Africa"
861,"","GLP_Maria_Galante_861","ISL","Central_America_Carib"
862,"East","GNB_East_862","MAIN","Western_Africa"
863,"North","GNB_North_863","MAIN","Western_Africa"
864,"South","GNB_South_864","MAIN","Western_Africa"
865,"Greece","GRC_Greece_865","MAIN","Europe"
866,"","GRD_Grenada_866","ISL","Central_America_Carib"
868,"French_Guiana","GUF_French_Guiana_868","MAIN","South_America"
869,"","USA_Guam_869","ISL","Micronesia_Polynesia"
870,"Guyana","GUY_Guyana_870","MAIN","South_America"
871,"","HMD_Heard_Island_871","ISL","Mid_South_Africa"
873,"Croatia","HRV_Croatia_873","MAIN","Europe"
874,"","HTI_Gonave_874","ISL","Central_America_Carib"
875,"","HTI_Tortue_875","ISL","Central_America_Carib"
876,"Hungary","HUN_Hungary_876","MAIN","Eastern_Europe"
879,"","IND_Andaman_and_Nicobar_879","ISL","Southeast_Asia"
880,"Andhra_Pradesh","IND_Andhra_Pradesh_880","MAIN","Southern_Asia"
881,"Aruchanal_Pradesh","IND_Aruchanal_Pradesh_881","MAIN","Southern_Asia"
882,"Assam","IND_Assam_882","MAIN","Southern_Asia"
883,"Bihar","IND_Bihar_883","MAIN","Southern_Asia"
884,"Chandigarh","IND_Chandigarh_884","MAIN","Southern_Asia"
885,"Chhattisgarh","IND_Chhattisgarh_885","MAIN","Southern_Asia"
886,"Delhi","IND_Delhi_886","MAIN","Southern_Asia"
887,"Goa","IND_Goa_887","MAIN","Southern_Asia"
888,"Gujarat","IND_Gujarat_888","MAIN","Southern_Asia"
889,"Haryana","IND_Haryana_889","MAIN","Southern_Asia"
890,"Himachal_Pradesh","IND_Himachal_Pradesh_890","MAIN","Southern_Asia"
891,"Jammu_and_Kashmir","IND_Jammu_and_Kashmir_891","MAIN","Southern_Asia"
892,"Jharkhand","IND_Jharkhand_892","MAIN","Southern_Asia"
893,"Karnataka","IND_Karnataka_893","MAIN","Southern_Asia"
894,"Kerala","IND_Kerala_894","MAIN","Southern_Asia"
895,"","IND_Lakshadweep_895","ISL","Southern_Asia"
896,"Maharashtra","IND_Maharashtra_896","MAIN","Southern_Asia"
897,"Manipur","IND_Manipur_897","MAIN","Southern_Asia"
898,"Madhya_Pradesh","IND_Madhya_Pradesh_898","MAIN","Southern_Asia"
899,"Meghalaya","IND_Meghalaya_899","MAIN","Southern_Asia"
900,"Mizoram","IND_Mizoram_900","MAIN","Southern_Asia"
901,"Nagaland","IND_Nagaland_901","MAIN","Southern_Asia"
902,"Odisha_Orissa","IND_Odisha_Orissa_902","MAIN","Southern_Asia"
903,"Puducherry","IND_Puducherry_903","MAIN","Southern_Asia"
904,"Punjab","IND_Punjab_904","MAIN","Southern_Asia"
905,"Rajasthan","IND_Rajasthan_905","MAIN","Southern_Asia"
906,"Sikkim","IND_Sikkim_906","MAIN","Southern_Asia"
907,"Tamil_Nadu","IND_Tamil_Nadu_907","MAIN","Southern_Asia"
908,"Tripura","IND_Tripura_908","MAIN","Southern_Asia"
909,"Uttarakhand","IND_Uttarakhand_909","MAIN","Southern_Asia"
910,"Uttar_Pradesh","IND_Uttar_Pradesh_910","MAIN","Southern_Asia"
911,"West_Bengal","IND_West_Bengal_911","MAIN","Southern_Asia"
912,"","IRL_Ireland_912","ISL","Europe"
913,"","ISL_Austurland_913","ISL","Europe"
914,"","ISL_Iceland_IMI_914","ISL","Europe"
915,"","ISL_Nordurland_915","ISL","Europe"
916,"","ISL_Westfjords_916","ISL","Europe"
917,"","ISL_Sudurland_917","ISL","Europe"
918,"","ISL_Vesturland_918","ISL","Europe"
919,"Israel","ISR_Israel_919","MAIN","Western_Asia"
921,"","ITA_Sardinia_921","ISL","Europe"
922,"","ITA_Sicily_922","ISL","Europe"
923,"","JAM_Jamaica_923","ISL","Central_America_Carib"
925,"","JPN_Japan_925","ISL","Central_Asia"
926,"Kenya","KEN_Kenya_926","MAIN","East_Africa"
927,"Kyrgyzstan","KGZ_Kyrgyzstan_927","MAIN","Central_Asia"
928,"","KIR_Kiritimati_928","ISL","Micronesia_Polynesia"
929,"","KIR_Palmyra_929","ISL","Micronesia_Polynesia"
930,"","KIR_Canton_930","ISL","Micronesia_Polynesia"
931,"","KIR_Enderbury_931","ISL","Micronesia_Polynesia"
932,"","KIR_Gardner_932","ISL","Micronesia_Polynesia"
933,"","KIR_Hull_933","ISL","Micronesia_Polynesia"
934,"","KIR_McKean_934","ISL","Micronesia_Polynesia"
935,"","KIR_Sydney_935","ISL","Micronesia_Polynesia"
936,"","KIR_Tabuaeran_936","ISL","Micronesia_Polynesia"
937,"","KIR_Teraina_937","ISL","Micronesia_Polynesia"
938,"","KNA_Saint_Kitts_938","ISL","Central_America_Carib"
939,"","KNA_Nevis_939","ISL","Central_America_Carib"
940,"South_Korea","KOR_South_Korea_940","MAIN","East_Asia"
941,"Laos","LAO_Laos_941","MAIN","Southeast_Asia"
942,"Liberia","LBR_Liberia_942","MAIN","Western_Africa"
943,"Libya","LBY_Libya_943","MAIN","North_Africa"
944,"","LCA_St_Lucia_944","ISL","Central_America_Carib"
945,"Liechtenstein","LIE_Liechtenstein_945","MAIN","Europe"
946,"","LKA_Sri_Lanka_946","ISL","Southern_Asia"
947,"Lesotho","LSO_Lesotho_947","MAIN","Mid_South_Africa"
948,"Lithuania","LTU_Lithuania_948","MAIN","Europe"
949,"Luxemburg","LUX_Luxemburg_949","MAIN","Europe"
950,"Latvia","LVA_Latvia_950","MAIN","Europe"
951,"Morocco","MAR_Morocco_951","MAIN","North_Africa"
952,"Moldova","MDA_Moldova_952","MAIN","Eastern_Europe"
953,"","MDG_Madagascar_953","ISL","East_Africa"
954,"Aguascalientes","MEX_Aguascalientes_954","MAIN","Central_America_Carib"
955,"Baja_California_Norte","MEX_Baja_California_Norte_955","MAIN","Central_America_Carib"
956,"Baja_California_Sur","MEX_Baja_California_Sur_956","MAIN","Central_America_Carib"
957,"Campeche","MEX_Campeche_957","MAIN","Central_America_Carib"
958,"Chihuahua","MEX_Chihuahua_958","MAIN","Central_America_Carib"
959,"Chiapas","MEX_Chiapas_959","MAIN","Central_America_Carib"
960,"Coahuila","MEX_Coahuila_960","MAIN","Central_America_Carib"
961,"Colima","MEX_Colima_961","MAIN","Central_America_Carib"
962,"Distrito_Federal","MEX_Distrito_Federal_962","MAIN","Central_America_Carib"
963,"Durango","MEX_Durango_963","MAIN","Central_America_Carib"
964,"Guerrero","MEX_Guerrero_964","MAIN","Central_America_Carib"
965,"Guanajuato","MEX_Guanajuato_965","MAIN","Central_America_Carib"
966,"Hidalgo","MEX_Hidalgo_966","MAIN","Central_America_Carib"
967,"Jalisco","MEX_Jalisco_967","MAIN","Central_America_Carib"
969,"Michoacan","MEX_Michoacan_969","MAIN","Central_America_Carib"
970,"Morelos","MEX_Morelos_970","MAIN","Central_America_Carib"
971,"Nayarit","MEX_Nayarit_971","MAIN","Central_America_Carib"
972,"Nuevo_Leon","MEX_Nuevo_Leon_972","MAIN","Central_America_Carib"
973,"Oaxaca","MEX_Oaxaca_973","MAIN","Central_America_Carib"
974,"Puebla","MEX_Puebla_974","MAIN","Central_America_Carib"
975,"Queretaro","MEX_Queretaro_975","MAIN","Central_America_Carib"
976,"Quintana_Roo","MEX_Quintana_Roo_976","MAIN","Central_America_Carib"
977,"Sinaloa","MEX_Sinaloa_977","MAIN","Central_America_Carib"
978,"San_Luis_Potosi","MEX_San_Luis_Potosi_978","MAIN","Central_America_Carib"
979,"","MEX_Socorro_979","ISL","Central_America_Carib"
980,"Sonora","MEX_Sonora_980","MAIN","Central_America_Carib"
981,"Tabasco","MEX_Tabasco_981","MAIN","Central_America_Carib"
982,"Tamaulipas","MEX_Tamaulipas_982","MAIN","Central_America_Carib"
983,"Tlaxcala","MEX_Tlaxcala_983","MAIN","Central_America_Carib"
984,"Veracruz","MEX_Veracruz_984","MAIN","Central_America_Carib"
985,"Yucatan","MEX_Yucatan_985","MAIN","Central_America_Carib"
986,"Zacatecas","MEX_Zacatecas_986","MAIN","Central_America_Carib"
987,"","MHL_Ailinginae_987","ISL","Micronesia_Polynesia"
988,"","MHL_Enewetak_988","ISL","Micronesia_Polynesia"
989,"","MHL_Majuro_989","ISL","Micronesia_Polynesia"
990,"","MHL_Rongelap_990","ISL","Micronesia_Polynesia"
991,"Macedonia","MKD_Macedonia_991","MAIN","Europe"
992,"Mali","MLI_Mali_992","MAIN","Western_Africa"
993,"","MLT_Malta_993","ISL","Europe"
994,"","USA_Alamagan_994","ISL","Micronesia_Polynesia"
995,"","USA_Agrihan_995","ISL","Micronesia_Polynesia"
996,"","USA_Asuncion_996","ISL","Micronesia_Polynesia"
997,"","USA_Aguijan_997","ISL","Micronesia_Polynesia"
998,"","USA_Anatahan_998","ISL","Micronesia_Polynesia"
999,"","USA_Farallon_de_Pajaros_999","ISL","Micronesia_Polynesia"
1000,"","USA_Guguan_1000","ISL","Micronesia_Polynesia"
1001,"","USA_Maug_Islands_1001","ISL","Micronesia_Polynesia"
1002,"","USA_Pagan_1002","ISL","Micronesia_Polynesia"
1003,"","USA_Rota_1003","ISL","Micronesia_Polynesia"
1004,"","USA_Sarigan_1004","ISL","Micronesia_Polynesia"
1005,"","USA_Saipan_1005","ISL","Micronesia_Polynesia"
1006,"","USA_Tinian_1006","ISL","Micronesia_Polynesia"
1007,"Niassa","MOZ_Niassa_1007","MAIN","East_Africa"
1008,"Manica","MOZ_Manica_1008","MAIN","East_Africa"
1009,"Gaza","MOZ_Gaza_1009","MAIN","East_Africa"
1010,"Inhambane","MOZ_Inhambane_1010","MAIN","East_Africa"
1011,"Maputo","MOZ_Maputo_1011","MAIN","East_Africa"
1012,"Nampula","MOZ_Nampula_1012","MAIN","East_Africa"
1013,"Cabo_Delgado","MOZ_Cabo_Delgado_1013","MAIN","East_Africa"
1014,"Zambezia","MOZ_Zambezia_1014","MAIN","East_Africa"
1015,"Sofala","MOZ_Sofala_1015","MAIN","East_Africa"
1016,"Tete","MOZ_Tete_1016","MAIN","East_Africa"
1017,"Mauritania","MRT_Mauritania_1017","MAIN","Western_Africa"
1018,"","GBR_Montserrat_1018","ISL","Central_America_Carib"
1019,"","FRA_Martinique_1019","ISL","Central_America_Carib"
1021,"Malawi","MWI_Malawi_1021","MAIN","East_Africa"
1022,"Penninsular_Malaysia","MYS_Penninsular_Malaysia_1022","MAIN","Southeast_Asia"
1023,"Namibia","NAM_Namibia_1023","MAIN","Mid_South_Africa"
1024,"","FRA_New_Caledonia_1024","ISL","Oceania"
1025,"Niger","NER_Niger_1025","MAIN","Western_Africa"
1026,"","NZL_Norfolk_Island_1026","ISL","Oceania"
1027,"Nigeria","NGA_Nigeria_1027","MAIN","Western_Africa"
1028,"Nicaragua","NIC_Nicaragua_1028","MAIN","Central_America_Carib"
1029,"Netherlands","NLD_Netherlands_1029","MAIN","Europe"
1030,"Norway","NOR_Norway_1030","MAIN","Europe"
1031,"","NOR_Jan_Mayen_1031","ISL","Europe"
1032,"","NOR_Svalbard_1032","ISL","Europe"
1033,"Nepal","NPL_Nepal_1033","MAIN","Southern_Asia"
1034,"","NRU_Nauru_1034","ISL","Micronesia_Polynesia"
1036,"","NZL_Auckland_Islands_1036","ISL","Oceania"
1037,"","NZL_Chatham_Islands_1037","ISL","Micronesia_Polynesia"
1068,"Peru","PER_Peru_1068","MAIN","South_America"
1069,"","PHL_Philippines_1069","ISL","Southeast_Asia"
1070,"Poland","POL_Poland_1070","MAIN","Eastern_Europe"
1071,"","USA_Puerto_Rico_1071","ISL","Central_America_Carib"
1072,"North_Korea","PRK_North_Korea_1072","MAIN","East_Asia"
1075,"","PRT_Desertas_1075","ISL","Europe"
1076,"","PRT_Madeira_1076","ISL","Europe"
1077,"","PRT_Porto_Santo_1077","ISL","Europe"
1078,"","PRT_Salvage_Islands_1078","ISL","Europe"
1079,"","PYF_Agakauitai_1079","ISL","Micronesia_Polynesia"
1081,"","FRA_Maria_Australes_1081","ISL","Micronesia_Polynesia"
1082,"","FRA_Raivavae_1082","ISL","Micronesia_Polynesia"
1083,"","FRA_Rimatara_1083","ISL","Micronesia_Polynesia"
