"OBJIDsic","name","LON","LAT","island","area","dem.sd","temp.mean","aridity.mean","pop.dens.2010.mean","gdp.pc.2011.mean","crop.area.prop","time.emp.GB","time.emp.ESP","time.emp.PRT","time.emp.NL"
5,"Altay",82.62185148,52.61111376,0,170512.39,250.28,2.1,0.49,14.83,110783.12,0.4,0,0,0,0
17,"Antártica Chilena",-68.63069211,-55.14672075,0,9018.23,233.76,4.2,2.05,0.19,20646.82,0,0,276,0,0
26,"Armenia",44.94739357,40.28620005,0,29702.58,588.2,6.3,0.46,102.54,7219.47,0.2,0,0,0,0
32,"Ascension Island",-14.36703138,-7.94351257,1,100,140.56,20.3,0.18,6.18,34266.97,0,18,0,0,0
40,"Bangladesh",90.25983307,23.87430781,0,135921.81,59.13,25.3,1.41,1112.43,2451.79,0.64,294,0,134,0
41,"Beata, Dominican Republic",-71.51602355,17.57545838,1,42.11,18.94,26.7,0.41,4.77,11375.62,0,0,346,0,0
59,"Brunei Darussalam",114.76110082,4.52144599,1,5785.16,157.28,27,2.11,67.15,66554.86,0.03,96,0,0,0
60,"Burgenland",16.53955465,47.56021743,0,3938.23,122.63,9.6,0.67,79.75,30428.3,0.45,0,0,0,0
65,"Caja de Muertos, Puerto Rico",-66.51939812,17.89455882,1,1.71,6.02,26.6,0.42,0,34195.61,0,0,405,0,0
66,"Cambodia",104.91938515,12.71646238,0,182332.79,180.58,26.8,1,82.52,2697.36,0.22,0,0,0,0
74,"Cayo Santiago, Puerto Rico",-65.73261148,18.15664787,1,0.23,15.5,24.5,0.97,1039.61,34195.61,0.04,0,405,0,0
83,"Chacabuco",-70.78790932,-33.14019676,0,1860.17,383.39,14.2,0.24,366.62,23751.54,0.1,0,276,0,0
84,"Channel Islands",-2.29128016,49.32686006,1,213.39,31.8,11.4,0.97,741.79,34266.97,0,0,0,0,0
91,"Cocos (Keeling) Main Atoll",96.87330868,-12.16359689,1,20.73,1.78,26.7,0.93,33.32,41107.48,0,192,0,0,73
102,"Corvo",-31.10522315,39.69910452,1,17.14,150.55,17.1,0.93,9.23,26932.41,0,0,0,484,0
108,"Culebra, Puerto Rico",-65.28941795,18.31504602,1,28.66,21.45,26.2,0.55,53.04,34195.61,0,0,405,0,0
114,"Desecheo, Puerto Rico",-67.48075492,18.38377495,1,1.47,15.23,25.9,0.8,0,34195.61,0,0,405,0,0
122,"East Timor",125.88373605,-8.83192901,1,15527.29,414.27,24.1,0.98,68.66,1978.84,0.29,0,0,333,0
124,"Easter Island, Chile",-109.35649361,-27.12050733,1,168.79,102.87,20.4,0.86,28.7,20266.04,0,0,0,0,0
129,"Equatorial Guinea",10.36051157,1.69399773,0,26750.57,277.53,23.5,1.94,25.25,35603.57,0.08,30,110,0,0
130,"Española",-89.67870363,-1.37839895,1,64.55,39.62,23.5,0.34,0.52,35877.58,0,23,0,0,0
132,"Faial",-28.70133237,38.57821749,1,173.35,224.38,17.1,0.96,99.52,26932.41,0,0,0,416,0
138,"Fernandina",-91.51293684,-0.38573446,1,653.48,343.77,23.3,0.19,0.03,35877.58,0,23,0,0,0
145,"Floreana",-90.43529129,-1.29360295,1,179.23,104.05,23,0.32,0.52,35877.58,0,23,0,0,0
146,"Flores",-31.20248975,39.44195019,1,141.17,198.37,16.9,1.09,37.16,26932.41,0,0,0,484,0
151,"French Frigate Shoals",-166.2621009,23.84979208,1,0.25,18,23.3,0.35,0,0,0,0,377,0,0
154,"Gambia",-15.48813544,13.43274784,0,9991.83,13.5,27.2,0.35,163.29,1617.57,0.29,113,0,0,0
158,"Genovesa",-89.95676098,0.32522902,1,15.49,16.24,24.3,0.18,0.52,0,0,23,0,0,0
160,"Graciosa",-28.01132729,39.05229371,1,60.78,80.54,17.3,0.88,75.02,26932.41,0,0,0,416,0
162,"United Kingdom of Great Britain and Northern Ireland (the)",-2.88695148,54.14704819,1,243280.45,152.12,8.8,1.58,259.43,34184.66,0.27,0,0,0,0
165,"Guatemala",-90.35465747,15.69756402,0,109781.06,788.44,23.1,1.31,135.43,4472.89,0.19,0,297,0,0
171,"Hawai'i (Big Island)",-155.51837498,19.59808362,1,10511.84,916.48,17,1.19,17.86,51633.95,0,0,0,0,0
182,"Icacos, Puerto Rico",-65.58686054,18.38611936,1,0.9,0,26.1,0.72,23.44,34195.61,0,0,405,0,0
192,"Kalimantan",114.02159755,-0.2074643,1,537646.09,316.73,26.4,2,26.34,17388.19,0.23,0,0,63,331
193,"Maluku",128.85180976,-2.65260553,1,75845.36,321.27,25.7,1.48,30.5,2093.07,0.15,0,0,63,331
194,"Lesser Sunda Islands",120.82508079,-9.0659991,1,66999.63,334.83,25.2,0.89,138.77,2973.03,0.28,0,0,63,331
195,"Papua",137.33729459,-4.0405759,1,412705.01,790.99,24.6,2.11,8.91,12420.51,0.14,0,0,0,90
196,"Sulawesi",121.27846085,-2.10468825,1,185707.44,536.79,24.4,1.4,95.76,5631.92,0.38,0,0,63,331
197,"Sumatra",101.66473119,-0.46112295,1,474692.98,455.75,25.2,1.83,108.1,10545.34,0.4,0,0,63,331
198,"Iran (Islamic Republic of)",54.20015633,32.73773588,0,1683839.29,710.03,17.6,0.14,46.04,14549.01,0.08,0,0,0,0
199,"Iraq",43.7687035,33.04554677,0,435676.79,309.24,22.1,0.08,72.59,13382.02,0.13,15,0,0,0
202,"Isabela",-91.18434395,-0.55929259,1,4758.42,335.71,23,0.21,0.69,35877.58,0,23,0,0,0
209,"Jordan",36.75293261,31.24299639,0,87717.77,273.52,18.6,0.05,75.37,9593.52,0.04,23,0,0,0
213,"Ka'ula Rock",-160.54148652,21.65414371,1,0.75,4.01,23.8,0.74,0,0,0,0,0,0,0
214,"Kaho'olawe",-156.6093406,20.54761153,1,117.25,107.73,23.3,0.54,0,51633.95,0,0,0,0,0
220,"Kärnten",13.92672774,46.77492259,0,9519.32,553.05,5.3,1.74,59.16,37633.72,0.07,0,0,0,0
222,"Kaua'i",-159.52424104,22.05836307,1,1449.93,355.01,21.2,1.11,47.14,51633.95,0,0,0,0,0
227,"Kermadec Islands",-177.98707987,-29.38093526,1,34.54,91.95,20.7,1.12,0.173711638679792,0,0,78,0,0,0
231,"Krasnodar, Russia",39.46614325,45.26187211,0,74919.42,363.03,10.5,0.7,72.23,14785.26,0.53,0,0,0,0
232,"Kure",-178.29397502,28.39282096,1,0.86,0.35,22.8,0.81,0,0,0,0,0,0,0
243,"Reunion",55.53818069,-21.12166153,1,2655.25,651.27,17.7,1.21,338.85,24295.38,0,0,0,0,0
537,"Ofu",-169.66373061,-14.17218403,1,7.78,83.26,26.1,2.3,20.6,5674.48,0,0,0,0,0
538,"Olosega",-169.62037535,-14.17855093,1,7.31,64.76,26.4,2.13,22.83,5674.48,0,0,0,0,0
539,"Swains",-171.07843856,-11.05587636,1,3.73,1.05,27.9,1.62,6.08,41376,0,4,0,0,0
540,"Tau",-169.46821364,-14.24204451,1,59.97,237.73,25.5,2.46,12.94,5674.48,0,4,0,0,0
541,"Tutuila",-170.71761821,-14.30033425,1,143.72,89.12,26.2,2.26,364.44,5674.48,0,4,0,0,0
545,"Alexander Island (Australia, not Antarctica)",113.83099267,-28.67331052,1,0.16,0,21.1,0.18,0,57558.77,0,74,0,0,0
547,"Beacon Island",113.78594449,-28.47536421,1,0.07,0,21,0.17,0,57558.77,0,74,0,0,0
548,"Coral Sea Islands Territory",152.12475418,-19.01471545,1,3.97,0.91,25,1.39,0,0,0,0,0,0,0
549,"East Wallabi Island",113.7281202,-28.43665109,1,3.33,1.69,21,0.17,0,57558.77,0,74,0,0,0
550,"Gilbert Island",113.82814541,-28.66745583,1,0.04,0,21.1,0.18,0,57558.77,0,74,0,0,0
551,"Gun Island",113.85967828,-28.88657253,1,0.24,2.5,20.9,0.16,0,57558.77,0,74,0,0,0
552,"Helms Island",113.85245202,-28.67377184,1,0.06,0,21.1,0.18,0,57558.77,0,74,0,0,0
553,"Hummock Island",114.03977213,-28.80076087,1,0.34,1,20.9,0.16,0,57558.77,0,74,0,0,0
554,"Leo Island",113.86278679,-28.68881474,1,0.18,0,21.1,0.19,0,57558.77,0,74,0,0,0
782,"Hainan",109.74159077,19.20050457,1,34178.07,225.41,24.1,0.99,259.58,7089.34,0.2,0,0,0,0
783,"Chongqing",107.8760893,30.07217148,0,82083.24,435.5,15.5,1.17,358.56,13850.27,0.38,0,0,0,0
784,"Sichuan",103.48197423,30.51149878,0,564697.4,1615.22,8.7,0.95,196.62,13915.25,0.21,0,0,0,0
785,"Guizhou",106.87118016,26.80880503,0,176684.98,431.42,15,1.09,198.53,4347,0.22,0,0,0,0
786,"Yunnan",101.48741801,24.97672577,0,384826.79,734.7,15.2,0.87,121.31,5067.41,0.13,0,0,0,0
787,"Nei Mongol",113.85625205,44.06255527,0,1151295.27,385.68,3.8,0.25,22.17,9845.81,0.09,0,0,0,0
788,"Shaanxi",108.86129638,35.15769073,0,203971.93,402.32,10.3,0.55,183.79,8690.71,0.28,0,0,0,0
789,"Gansu",101.22297142,37.73736528,0,381143.08,801.87,5.4,0.3,67.39,9834.65,0.14,0,0,0,0
790,"Qinghai",96.04682992,35.77335968,0,735744.85,782.93,-3.2,0.36,7.92,7673.46,0.01,0,0,0,0
791,"Ningxia Hui",106.15374386,37.27331198,0,52024.09,327.9,7.8,0.24,122.67,9850.31,0.28,0,0,0,0
792,"Hongkong",114.17872544,22.41099475,0,1016.24,112.15,22.2,1.52,7731.31,44780.75,0.03,156,0,0,0
793,"Macau",113.54574468,22.19849751,0,8.76,6.96,22.7,1.47,22257.96,85894.31,0.35,0,0,442,0
794,"Xinjiang Uygur",85.25102031,41.12317644,0,1633348.93,1441.84,5.2,0.1,13.5,7951.37,0.03,0,0,0,0
795,"Xizang",88.11853237,31.71209216,0,1137292.74,489.6,-3.9,0.34,2.72,5395.39,0,0,0,0,0
796,"Cote d'Ivoire",-5.56410959,7.63130985,0,321800.41,122.72,26.1,0.76,61.12,2534.44,0.21,0,0,0,0
797,"Cameroon",12.75525968,5.69117032,0,467435.27,318.73,24.3,1.11,44.35,2658.2,0.16,39,0,0,0
798,"Democratic Republic of the Congo",23.65422436,-2.87813553,0,2341684.64,338.16,23.7,1.09,30.35,646.45,0.03,0,0,0,0
799,"Congo",15.22722974,-0.83168789,0,346221.42,136.98,24.6,1.29,11.86,5701.23,0.02,0,0,0,0
800,"Aitutaki, Cook Islands",-159.77650036,-18.86683859,1,20.54,13.66,25.6,1.27,112.63,12653,0,79,0,0,0
1100,"Fatu Hiva, French Polynesia (Marquesas Islands)",-138.63983642,-10.4716347,1,95.89,207.5,25.2,0.99,6.88,23583,0,0,0,0,0
1101,"Fatu Huku, French Polynesia (Marquesas Islands)",-138.92649374,-9.43680735,1,0.6,0.34,26.7,0.56,0,0,0,0,0,0,0
1102,"Hatutaa, French Polynesia (Marquesas Islands)",-140.56969125,-7.91764126,1,8.46,68.84,26.3,0.46,9.64,0,0,0,0,0,0
1103,"Hiva Oa, French Polynesia (Marquesas Islands)",-139.0139219,-9.77477748,1,321.42,225.16,24.7,1.12,6.18,23583,0,0,0,0,0
1104,"Mohotani, French Polynesia (Marquesas Islands)",-138.82961485,-9.98529151,1,20.23,117.73,25.2,0.99,0,0,0,0,0,0,0
1105,"Nuku Hiva, French Polynesia (Marquesas Islands)",-140.13932251,-8.86623903,1,348.84,270.89,24.8,1.05,6.23,23583,0,0,0,0,0
1106,"Tahuata, French Polynesia (Marquesas Islands)",-139.08856374,-9.94498826,1,72.36,165.88,25.2,0.99,9.08,23583,0,0,0,0,0
1107,"Ua Huka, French Polynesia (Marquesas Islands)",-139.55196372,-8.9093231,1,92.22,136.22,25.6,0.97,6.03,23583,0,0,0,0,0
1108,"Ua Pou, French Polynesia (Marquesas Islands)",-140.07394195,-9.39785707,1,109.48,158.4,25.5,1.04,19.22,23583,0,0,0,0,0
1109,"Oeno, Pitcairn Islands",-130.74004338,-23.92774604,1,2.92,0.97,23.4,1.04,2.49,0,0,0,0,0,0
1132,"Makatea, French Polynesia (Tuamotu Archipelago)",-148.25558633,-15.84366307,1,30.93,12.88,26.1,0.94,1.52,23583,0,0,0,0,0
1133,"Manihi, French Polynesia (Tuamotu Archipelago)",-145.94928803,-14.39808419,1,24.94,0.85,27.1,0.8,33.15,23583,0,0,0,0,0
1134,"Matureivavao, French Polynesia (Tuamotu Archipelago)",-136.39617789,-21.47391189,1,8.54,0.55,24.7,0.93,14.12,0,0,0,0,0,0
1135,"Moruroa, French Polynesia (Tuamotu Archipelago)",-138.89197099,-21.84940266,1,21.4,0.26,24.8,0.98,4.36,0,0,0,0,0,0
1138,"Niau, French Polynesia (Tuamotu Archipelago)",-146.34884096,-16.15833459,1,25.5,2.23,26.3,0.9,7.29,23583,0,0,0,0,0
1139,"Rangiroa, French Polynesia (Tuamotu Archipelago)",-147.57015913,-15.14366047,1,99.34,1.37,26.7,0.91,25.6,23583,0,0,0,0,0
1140,"Taiaro, French Polynesia (Tuamotu Archipelago)",-144.63157195,-15.74194593,1,6.18,1.08,26.6,0.83,5.94,23583,0,0,0,0,0
247,"Läna'i",-156.92706589,20.83499455,1,368.45,192.31,22.6,0.65,8.48,51633.95,0,0,0,0,0
249,"Laysan",-171.73488777,25.76868902,1,2.93,0.64,23.8,0.52,0,0,0,0,0,0,0
251,"Lehua",-160.09576467,22.02010031,1,1.29,13.97,23.3,0.29,0,51633.95,0,0,0,0,0
258,"Lisianski",-173.96592231,26.06395315,1,1.6,0.27,23.6,0.66,0,0,0,0,0,0,0
264,"Magadan region",153.98585407,62.70939748,0,461562.58,331.76,-10.4,0.68,0.34,28860.03,0,0,0,0,0
267,"Magueyes, Puerto Rico",-67.03664023,17.96166433,1,0.12,0,24.5,0.97,73.82,34195.61,0.17,0,405,0,0
277,"Maui",-156.33677703,20.79041463,1,1903.66,657.5,20.1,1.01,87,51633.95,0,0,0,0,0
286,"Midway",-177.36719112,28.20804993,1,6.46,3.38,22.8,0.81,0,0,0,0,0,0,0
288,"Moloka'i",-157.01451757,21.13317268,1,683.82,303.29,22.5,0.8,14.13,51633.95,0,0,0,0,0
289,"Mona, Puerto Rico",-67.89253884,18.0892452,1,57.99,18.09,26.1,0.54,0.08,11375.62,0,0,405,0,0
290,"Mongolia",103.07526243,46.82798176,0,1560717.49,534.88,0.2,0.2,1.76,7453.31,0.01,0,0,0,0
291,"Monito, Puerto Rico",-67.94920116,18.15944538,1,0.22,0.47,24.5,0.97,0,11375.62,0,0,405,0,0
294,"Montenegro",19.24007411,42.78312851,0,13824.98,487.87,8.3,1.14,47.39,13752.03,0.28,0,0,0,0
300,"Murmansk, Russia",34.59848294,67.81488058,0,143434.99,98.36,-1.1,1.01,6.32,23011.59,0,0,0,0,0
301,"Myanmar",96.50461122,21.22616044,0,661108.66,612.53,23.2,1.29,78.31,3705.56,0.16,69,0,0,0
307,"Ni'ihau",-160.1518306,21.89664259,1,198.27,83.7,23.3,0.35,0.97,51633.95,0,0,0,0,0
308,"Niederösterreich",15.7493229,48.27696916,0,19086.98,256.32,8.4,0.8,101.78,36748.73,0.39,0,0,0,0
309,"Nihoa",-161.92252528,23.06045589,1,0.66,0,23.3,0.35,0,0,0,0,0,0,0
320,"Central Western Slopes",148.61895798,-32.98793098,0,80708.18,156.13,16.3,0.35,2.45,41164.87,0.21,116,0,0,0
321,"O'ahu",-157.97339291,21.45867443,1,1567.89,186.46,23,0.9,611.46,51633.95,0,0,0,0,0
323,"Oberösterreich",13.96953178,48.14692222,0,12058.83,290.93,7.6,1.3,119.84,43510.71,0.24,0,0,0,0
329,"Oman",56.11539395,20.61553327,0,311258.44,261.23,27.7,0.04,10.82,42670.14,0,173,0,143,0
349,"Pakistan",69.38657633,29.96284521,0,882163.3,1293.15,20.5,0.16,193.58,4078.88,0.27,117,0,0,0
353,"Papua New Guinea",145.17971882,-6.46720713,1,461365.33,787.14,23.6,2.04,14.85,2388.55,0.05,118,0,0,0
354,"Paraguay",-58.38949532,-23.23417527,0,402148.46,85.38,23.7,0.6,16.25,8198.04,0.07,0,274,0,0
356,"Pearl & Hermes",-175.79824549,27.82277557,1,0.29,0,22.8,0.81,0,0,0,0,0,0,0
359,"Pico",-28.33357296,38.46947296,1,445.65,352.68,16.7,0.96,32.85,26932.41,0,0,0,416,0
361,"Pinta",-90.75702477,0.58684477,1,60.74,138.65,23.8,0.29,1.55,35877.58,0,23,0,0,0
362,"Pinzón",-90.66579087,-0.61081052,1,18.19,91.68,22.9,0.13,1.55,35877.58,0,23,0,0,0
373,"Rodrigues (Mauritius)",63.42346735,-19.71632435,1,98.66,87.09,24,0.62,353.94,7772.1,0,188,0,0,40
382,"Salzburg",13.09109587,47.38668823,0,7131.24,567.89,4.2,1.85,73.09,50015.75,0.01,0,0,0,0
384,"Samoa",-172.15945952,-13.75836649,1,2955.2,390.12,24.6,2.54,63.68,5674.48,0,6,0,0,0
386,"San Cristóbal",-89.43056011,-0.82679802,1,563.75,140.54,23.4,0.37,11.39,35877.58,0,23,0,0,0
396,"Santa Cruz",-90.3584056,-0.62724753,1,993.75,158.53,23.2,0.18,13.74,35877.58,0,23,0,0,0
397,"Santa Fé",-90.05877357,-0.81842867,1,25.32,42.72,23.4,0.25,0.52,35877.59,0,23,0,0,0
399,"Santa Maria",-25.09982292,36.9713337,1,97.07,98.08,17.2,0.66,50.05,26932.41,0,0,0,484,0
403,"Santiago",-90.71254625,-0.26624541,1,580.99,182.93,23.7,0.15,2.15,35877.58,0,23,0,0,0
405,"São Jorge",-28.02923616,38.63723431,1,244.14,203.49,16.9,0.93,38.03,26932.41,0,0,0,484,0
406,"São Miguel",-25.48189124,37.79540002,1,745.98,202.5,16.7,0.83,205.86,26932.41,0,0,0,484,0
412,"Serbia",20.80545747,44.03204582,0,88157.25,392.57,9.9,0.66,104.75,11337.16,0.39,0,0,0,0
419,"Solomon Islands",159.71434211,-8.95683537,1,21642.45,265.62,25.8,1.91,20.87,1976.41,0,85,0,0,0
431,"St. Croix, Virgin Islands",-64.76845631,17.73285959,1,220.89,47.89,26.3,0.53,228.47,40859.61,0,33,167,0,168
432,"St Helena",-5.70849369,-15.95940566,1,169.09,192.45,18.95,0.05,32.32,34266.97,0,330,0,149,0
433,"St. John, Virgin Islands",-64.73675811,18.33835346,1,52.35,69.24,25.9,0.6,100.28,40859.62,0,43,178,0,90
435,"St. Thomas, Virgin Islands",-64.92869417,18.34352843,1,76.62,67.1,26,0.55,567.77,40859.61,0,9,132,0,285
436,"Steiermark",15.01160665,47.27844362,0,16422.77,476.75,6.1,1.45,74.68,38371.14,0.09,0,0,0,0
453,"Terceira",-27.21229994,38.72390111,1,401.15,202.89,17.3,0.87,154.78,26932.41,0,0,0,484,0
457,"Tirol",11.50005895,47.1951671,0,12593.61,615.36,2.9,1.6,56.49,46153.86,0.01,0,0,0,0
463,"Turkey",35.18735083,39.06841555,0,780356.54,648.01,10.7,0.42,88.49,14580.33,0.28,0,0,0,0
469,"Tuvalu",178.55739788,-7.82766609,1,29.2,0.5,28.1,1.85,1118.45,3238.5,0,86,0,0,0
471,"United Arab Emirates",54.34541244,23.92450748,0,68318.03,102.54,28.1,0.03,111.71,89962.95,0.02,79,0,0,0
481,"Vanuatu",167.71814759,-16.25504886,1,12334.99,252.96,24.8,1.78,18.46,2915.24,0,74,0,0,0
484,"Australia Victoria",144.30883841,-36.85676118,0,228408.47,275.38,14,0.47,25.05,38999.88,0.17,70,0,0,0
485,"Vieques, Puerto Rico",-65.44100193,18.12331853,1,137.46,29.88,26.1,0.66,67.32,34195.61,0.01,113,401,0,0
486,"Vietnam",106.30093522,16.64218273,0,330726.75,422.42,23.5,1.2,270.53,3867.58,0.23,0,0,0,0
490,"Vorarlberg",9.89903219,47.25072206,0,2684.56,586.14,5.3,1.71,157.59,48021.24,0.03,0,0,0,0
497,"Western Sahara",-13.11959939,24.66766712,0,268860.9,120.13,22.7,0.01,2.26,6353.42,0,0,91,0,0
499,"Wien",16.3952385,48.22556079,0,460.65,73.58,10,0.57,3125.79,52874,0.19,0,0,0,0
506,"Belize",-88.68476699,17.21766754,0,22209.88,228.67,25.3,1.22,15.94,7902.16,0.05,182,338,0,0
508,"Aruba",-69.97564013,12.51562579,1,200.78,27.5,27.9,0.19,511.68,23809.83,0,15,137,0,350
509,"Angola",17.53796482,-12.29947712,0,1255602.67,373.5,21.6,0.6,16.58,6496.22,0.03,0,0,398,0
510,"Anguilla",-63.05439837,18.21473632,1,75.33,10.54,26.6,0.46,167.31,19478,0,328,0,0,0
511,"Albania",20.06536612,41.15151371,0,28862.7,522.44,11.7,0.95,107.03,8814.75,0.25,0,0,0,0
512,"Buenos Aires",-60.55851257,-36.6789877,0,306679.07,78.12,15.2,0.58,52.97,19125.85,0.37,0,282,0,0
513,"Catamarca",-66.99589497,-27.28557418,0,99569.33,1600.84,11.1,0.11,3.78,32012.35,0.01,0,260,0,0
514,"Chaco",-60.75901225,-26.39757954,0,99612.36,48.1,21.6,0.53,11.56,9696.41,0.09,0,233,0,0
515,"Chubut",-68.49141701,-43.79850731,0,221794.54,369.42,10.2,0.18,2.35,36350.25,0,0,39,0,0
516,"Córdoba",-63.77140815,-32.09515158,0,168242.83,333.14,17.1,0.46,20.4,21010.62,0.46,0,245,0,0
517,"Corrientes",-57.79203142,-28.76469002,0,88925.86,17.49,20.5,0.82,12.48,10220.42,0.02,0,230,0,0
518,"Ciudad de Buenos Aires",-58.45074934,-34.61790539,0,178.7,7.73,17.4,0.71,13605.8,41980.25,0,0,282,0,0
519,"Entre Ríos",-59.20367479,-32.04365701,0,78280.35,26.42,18.3,0.67,18.11,14051.85,0.22,0,58,0,0
520,"Formosa",-59.93129157,-24.90180327,0,76475.83,43.78,22.7,0.51,8.36,8397.71,0.01,0,233,0,0
521,"Jujuy",-65.76730493,-23.31086558,0,53295.08,1357.49,10.8,0.19,12.88,10785.75,0.02,0,226,0,0
522,"La Pampa",-65.44550668,-37.13287101,0,142993.21,149.49,15.4,0.27,2.39,24450.73,0.18,0,42,0,0
523,"La Rioja",-67.16854235,-29.67377294,0,91989.38,1324.43,15.5,0.15,3.74,12335.77,0.01,0,227,0,0
524,"Mendoza",-68.60840888,-34.59832915,0,151605.99,1061.12,11.5,0.21,11.99,21085.56,0.02,0,257,0,0
525,"Misiones",-54.6481948,-26.86736888,0,30255.85,139.54,20,1.14,38.76,10022.82,0.12,0,208,0,0
526,"Neuquén",-70.12515468,-38.64038396,0,93714.54,543.23,10,0.35,6.1,44078.19,0,0,148,0,0
527,"Río Negro",-67.23688401,-40.39972806,0,203207.08,434.17,12.3,0.17,3.36,19016.81,0.01,0,148,0,0
528,"Salta",-64.82432124,-24.28980121,0,156616.46,1600.63,16.9,0.31,8.1,11698.69,0.04,0,236,0,0
529,"Santa Cruz",-69.88963618,-48.7926584,0,238575.75,357.01,8.3,0.18,1.18,59027.35,0,0,234,0,0
530,"Santiago del Estero",-63.29368585,-27.72682673,0,135569.47,87.81,20.8,0.37,6.75,8977.85,0.07,0,265,0,0
531,"Santa Fe",-60.94502083,-30.69464299,0,134139.26,27.01,18.8,0.59,25.04,21595.31,0.33,0,245,0,0
532,"San Juan",-68.87166818,-30.81534625,0,87056.43,1403.98,9.7,0.12,8.07,11088.02,0.01,0,256,0,0
533,"San Luis",-66.0287261,-33.75648537,0,77593.24,271.12,17,0.25,5.88,21823.82,0.12,0,222,0,0
534,"Tierra del Fuego",-67.42628669,-54.32977679,1,20837.1,196.24,5,0.83,6.34,49644.85,0,0,261,0,0
535,"Tucumán",-65.37817086,-26.94320628,0,23163.29,1031.72,17.8,0.39,64,10814.74,0.21,0,269,0,0
536,"Aunuu",-170.55346367,-14.28403923,1,1.75,3.34,26.9,1.88,275,5674.48,0,4,0,0,0
555,"Long Island, Houtman Abrolhos",113.77426479,-28.47227037,1,0.19,0,21,0.17,0,57558.77,0,0,0,0,0
556,"Little Rat Island",113.78716962,-28.72712115,1,0.1,0,21.1,0.18,0,57558.77,0,74,0,0,0
557,"Morley Island",113.81429387,-28.74533956,1,0.12,2,21.1,0.18,0,57558.78,0,74,0,0,0
558,"Middle Island",113.91247388,-28.9086441,1,0.25,5.5,20.9,0.16,0,57558.77,0,74,0,0,0
559,"Murray Island",113.89810846,-28.89724137,1,0.06,115,20.9,0.16,0,57558.77,0,74,0,0,0
560,"Newman Island",113.99696706,-28.86319201,1,0.12,0,20.9,0.16,0,57558.77,0,74,0,0,0
561,"North Island, Houtman Abrolhos",113.59568453,-28.30002052,1,1.88,2.03,21.4,0.17,0,0,0,0,0,0,0
562,"Central Coast",150.80651351,-33.67974483,0,17745.17,192.87,16.2,0.68,305.53,41164.87,0.01,116,0,0,0
563,"Central Tablelands",149.80189999,-33.66517029,0,21866.84,183.56,12.8,0.61,8.36,41164.87,0.09,116,0,0,0
564,"Lord Howe Island",159.07716037,-31.55301452,1,17.52,62.33,19.1,1.04,20.37,41107.48,0,68,0,0,0
565,"North Coast",152.43763427,-30.5961691,0,55228.65,256.45,17.6,0.76,22.69,41157.88,0.03,116,0,0,0
566,"North Far Western Plains",142.97471978,-30.42327151,0,124014.36,48.64,20.2,0.1,0.12,41136.5,0,116,0,0,0
567,"Northern Tablelands",151.57801926,-30.47245687,0,31465.44,211.88,13.7,0.62,1.77,41155.98,0.12,116,0,0,0
568,"North Western Plains",147.41323258,-30.30006788,0,151899.38,50.24,19.6,0.21,0.36,41154.07,0.1,116,0,0,0
569,"North Western Slopes",150.32687978,-30.57420613,0,44448.2,158.62,16.9,0.4,2.43,41160.64,0.28,116,0,0,0
570,"South Coast",149.97931001,-36.14570328,0,12239.88,202.91,14.8,0.69,16.97,41144.75,0,84,0,0,0
571,"South Far Western Plains",142.61138071,-33.16150871,0,76827.16,36.33,18.4,0.13,0.23,40423.15,0.06,65,0,0,0
572,"Southern Tablelands",149.06978662,-35.7150567,0,39389.71,280.65,11.3,0.66,4.24,41330.97,0.02,84,0,0,0
573,"South Western Plains",145.3851811,-33.82365432,0,117587.75,67.65,17.4,0.19,0.76,41153.99,0.18,116,0,0,0
574,"South Western Slopes",147.32199863,-35.25731429,0,31463.03,141.43,15.2,0.38,5.75,41128.87,0.14,116,0,0,0
575,"Northern Territory",133.36627204,-19.4151514,0,1355762.53,182.23,25.1,0.22,0.15,50489.8,0,70,0,0,0
576,"Pelsaert Island",113.9722582,-28.94562579,1,2.36,0,20.9,0.16,0,57558.77,0,74,0,0,0
577,"Pigeon Island",113.72741223,-28.4543578,1,0.07,0,21,0.17,0,57558.77,0,74,0,0,0
578,"Burke",140.8808363,-19.46667318,0,264207.38,152.53,25.7,0.22,0.13,39481.4,0,79,0,0,0
579,"Burnett",151.29060771,-25.73292831,0,30275.36,103.89,19.6,0.38,1.32,39446.46,0.06,79,0,0,0
580,"Cook",143.32563303,-15.77245391,0,263110.94,214.82,25.7,0.56,0.99,39446.46,0.01,79,0,0,0
581,"Darling Downs",150.786022,-27.61675176,0,66452.09,143.32,18.8,0.33,3.19,39467.99,0.18,68,0,0,0
582,"Gregory North",140.42575344,-23.13863533,0,219362.94,71.56,24.3,0.1,0.01,39484.25,0,79,0,0,0
583,"Gregory South",141.69385076,-26.53821994,0,130051.87,49.96,23,0.09,0,39440.63,0,79,0,0,0
584,"Leichhardt",148.79788017,-24.04322634,0,124411.32,135.21,21.3,0.31,0.47,39446.46,0.07,54,0,0,0
585,"Maranoa",147.96365575,-27.42191533,0,100647.64,129.28,20.2,0.23,0.18,39455.56,0.03,56,0,0,0
586,"Mitchell",144.56911434,-23.43570144,0,143524.45,80.17,23.2,0.17,0.07,39446.46,0,17,0,0,0
587,"Moreton",152.67874067,-27.4362766,0,21995.23,179.44,19.2,0.63,137.67,39467.3,0.03,80,0,0,0
