"OBJIDsic","name","LON","LAT","island","area","dem.sd","temp.mean","aridity.mean","pop.dens.2010.mean","gdp.pc.2011.mean","crop.area.prop","time.emp.GB","time.emp.ESP","time.emp.PRT","time.emp.NL"
1273,"Colorado",-105.53370224,38.99914649,0,270536.9,688.18,6.9,0.28,18.89,52507.04,0.17,0,0,0,0
1274,"Connecticut",-72.72751183,41.62583995,0,12849.12,100.82,9.4,1.1,282.32,66868.46,0.05,140,0,0,28
1275,"Washington DC",-77.01538038,38.90863992,0,166.31,30.53,13.2,0.79,3654.34,77222.95,0,144,0,0,0
1276,"Delaware",-75.51291877,38.99843422,0,5077.56,18.79,13,0.85,172.42,50543.52,0.37,112,0,0,27
1277,"Florida",-82.48428739,28.65984063,0,146531.84,17.04,21.4,0.8,136.77,47439.46,0.11,20,198,0,0
1278,"Georgia",-83.44790482,32.65517224,0,152812.88,144.06,17.6,0.84,65.08,43178,0.19,44,0,0,0
1280,"Iowa",-93.49655048,42.07861158,0,145377.53,65.46,8.9,0.71,21.45,47323.01,0.76,0,0,0,0
1281,"Idaho",-114.65345626,44.39430946,0,216289.66,506.56,5.7,0.39,7.36,39836.68,0.11,0,0,0,0
1282,"Illinois",-89.15484481,40.12095057,0,150360.31,39,11.1,0.8,93.47,52055.18,0.66,20,0,0,0
1283,"Indiana",-86.28558801,39.91397005,0,94904.56,49.89,11,0.88,70.24,42374.96,0.58,24,0,0,0
1284,"Johnston Island",-169.52841938,16.74074446,1,5.54,1.06,26.6,0.35,0,0,0,0,0,0,0
1285,"Kansas",-98.36922341,38.48364847,0,212293.06,248.45,12.5,0.43,13.47,48425.41,0.62,0,0,0,0
1286,"Kentucky",-85.28718107,37.52754119,0,104324.29,107.57,13,0.95,42.4,40329.04,0.34,20,0,0,0
1287,"Louisiana",-92.01951401,31.07893203,0,119946.77,30.23,19,0.97,39.93,45919.38,0.19,0,37,0,0
1288,"Massachusetts",-71.80902765,42.259202,0,21078.54,160.13,8.6,1.1,325.39,63590.4,0.04,156,0,0,0
1289,"Maryland",-76.79954402,39.04873981,0,25607.32,199.33,12.5,0.83,233.89,60312.71,0.24,144,0,0,0
1310,"South Carolina",-80.90044821,33.91783227,0,80709.76,101.35,17,0.8,60.13,40408.24,0.13,113,0,0,0
1311,"South Dakota",-100.21964175,44.43750612,0,198750.53,257.7,7.6,0.37,4.15,49170.86,0.44,0,0,0,0
1312,"Tennessee",-86.34818841,35.85101869,0,109200.17,180.67,14.1,1.01,59.2,43404.73,0.28,12,0,0,0
1313,"Texas",-99.35740062,31.49712804,0,686999.15,419.05,18.2,0.37,37.65,46771.39,0.23,0,130,0,0
1314,"Utah",-111.67463155,39.32520481,0,220051.92,474.31,8.8,0.18,12.73,40595.86,0.04,0,56,0,0
1315,"Virginia",-78.83991804,37.51858166,0,103931.88,287.15,12.9,0.85,79.52,54600.8,0.17,169,0,0,0
1317,"Vermont",-72.65993611,44.08238291,0,24714.92,192.65,5.7,1.22,28.62,49969.77,0.08,53,0,0,0
1318,"Washington",-120.42829473,47.38651408,0,174193.44,480,7.9,1.09,40.55,52773.56,0.19,56,17,0,0
1319,"Wisconsin",-89.738518,44.6423213,0,169749.92,94.15,6.3,0.83,38.65,47434.86,0.23,20,0,0,0
1320,"West Virginia",-80.61241113,38.64142153,0,62611.9,253.09,10.8,0.98,29.74,40355.36,0.09,169,0,0,0
1321,"Wyoming",-107.53986582,42.99898838,0,254506.72,495.44,5.1,0.26,2.21,55790.27,0.05,0,0,0,0
1322,"The Grenadines",-61.28381087,12.83922984,1,49.45,25.22,27.2,0.83,201.16,10458.62,0,212,0,0,0
1323,"Saint Vincent",-61.18897523,13.251309,1,350.72,228.9,25.4,1.12,286.57,9871.65,0,188,0,0,0
1324,"Venezuela",-66.17804694,7.12087425,0,915450.68,450.78,25.7,1.16,32.34,17342.1,0.04,0,286,0,0
1325,"Anegada, British Virgin Islands",-64.33738075,18.72691673,1,40.46,1.35,26.7,0.5,7.86,40859.62,0,274,155,0,32
1326,"Guana Island, British Virgin Islands",-64.57061904,18.47640141,1,3.55,11.46,26.3,0.56,38.32,40859.61,0,281,155,0,50
1327,"Jost van Dyke, British Virgin Islands",-64.74685304,18.44650613,1,9.26,44.9,25.9,0.58,27.61,40859.62,0,274,257,0,0
1328,"Tortola, British Virgin Islands",-64.62006394,18.42407433,1,65.52,85.94,25.6,0.62,299.65,40859.61,0,281,155,0,50
1329,"Virgin Gorda, British Virgin Islands",-64.39921648,18.47585495,1,24.03,69.64,26.1,0.55,140.74,40859.61,0,266,135,0,52
1330,"Fanuatapu",-171.39970221,-14.01392317,1,0.12,0,26.4,2.07,0,0,0,0,0,0,0
1331,"Namua",-171.41559889,-14.02225865,1,0.26,0.04,26.4,2.07,73.13,0,0,0,0,0,0
1332,"Nuulua",-171.41005583,-14.0732737,1,0.37,1.68,26.4,2.07,89.52,0,0,0,0,0,0
1333,"Nuutela",-171.42274608,-14.0636023,1,1.27,10.79,26.4,2.07,87.94,0,0,0,0,0,0
1334,"Yemen",47.59574566,15.90432752,0,456038.01,561.59,25.9,0.04,51.35,4615.24,0.03,88,0,0,0
1335,"Eastern Cape",26.46742264,-32.14188653,0,170612.49,512.79,16.1,0.34,39.55,11406.87,0.08,117,0,0,154
1336,"Orange Free State",26.86447467,-28.61011743,0,130465.7,176.95,15.8,0.3,22.29,11004.82,0.29,20,0,0,154
1337,"Gauteng",28.20922868,-26.04529781,0,18708.74,157.93,16.7,0.35,620.39,14190.43,0.19,4,0,0,22
1338,"KwaZulu-Natal",30.72497718,-28.70838637,0,93045.17,567.57,18.1,0.54,109.44,9575.35,0.17,81,0,0,7
1339,"Limpopo",29.31278343,-23.73722739,0,123237.32,322.28,20.4,0.3,44.79,14120.83,0.14,35,0,0,41
1340,"Marion Island",37.74078873,-46.9060032,1,295.18,293.79,4.1,3.04,0.169388169930212,8659.27,0,39,0,0,0
1341,"Mpumalanga",30.23704773,-25.86612623,0,78471.01,501.95,17.1,0.43,49.93,14067.54,0.18,35,0,0,32
1342,"Northern Cape",21.3470615,-29.52579793,0,363588.43,288.38,17.9,0.1,2.67,11444.65,0.01,95,0,0,154
1343,"North West",25.33597059,-26.3189833,0,116764.59,158.79,18.7,0.23,36.56,14162.44,0.19,35,0,0,18
1345,"Western Cape",20.61418282,-33.01143577,0,129407.59,418.27,16.6,0.18,44.21,11441.56,0.17,117,0,0,143
1346,"Central",28.60664221,-14.17656919,0,94740.6,211,20.8,0.47,14.85,3360.14,0.08,55,0,0,0
1347,"Copperbelt",27.85093214,-13.12066802,0,31655.25,59.93,19.8,0.6,64.9,3345.33,0.08,62,0,0,0
1348,"Eastern",32.13953488,-12.96591356,0,69582.83,209.27,22.7,0.47,26.55,3318.47,0.07,76,0,0,0
1349,"Luapula",29.20766359,-10.69979427,0,49501.96,126,21.4,0.65,22.36,3309.23,0.1,64,0,0,0
1350,"Lusaka",29.19970066,-15.35994803,0,22637.9,283.99,22.1,0.4,101.98,3329.32,0.05,59,0,0,0
1351,"Northern",31.16076818,-10.4895548,0,148491.36,251.21,21.3,0.6,12.77,3365.62,0.11,69,0,0,0
1352,"North-western",25.06027622,-13.02797842,0,126010.87,114.94,19.9,0.6,6.34,3372.2,0.06,76,0,0,0
1353,"Southern",26.66622765,-16.58445595,0,85923.58,210.89,21.6,0.35,20.48,3368.63,0.04,55,0,0,0
1354,"Western",23.68037677,-15.64159231,0,127882.97,60.25,21.8,0.38,7.5,3413.24,0.04,92,0,0,0
1355,"Central region",30.52403176,-18.64923362,0,69152.02,166.62,18.9,0.37,72.16,1523.62,0.09,90,0,0,0
1356,"Eastern region",32.5721123,-19.15938448,0,25499.45,384.02,19.3,0.47,53.92,1480.5,0.07,90,0,0,0
1357,"Northern region",29.95597783,-17.09611649,0,110185.62,285.13,21.2,0.38,30.47,1533.52,0.06,92,0,0,0
1358,"Southern region",30.72946535,-20.90772501,0,94147.81,270.21,21.2,0.28,25.9,1561.96,0.12,90,0,0,0
1359,"Western region",27.67480023,-19.49231176,0,92945.26,161.69,20.8,0.26,19.67,1694.91,0.08,87,0,0,0
1360,"Spain (mainland)",-3.55550482,40.38929807,0,494578.97,395.76,13.2,0.47,92.87,29526.95,0.37,0,0,0,0
1361,"Portugal (mainland)",-7.97743436,39.64838198,0,89042.9,254.51,15,0.64,118.09,24874.42,0.28,0,0,0,0
1362,"France (mainland)",2.46083192,46.6218196,0,539840.83,427.81,10.7,0.85,117.97,32109.03,0.36,0,0,0,0
699,"Newfoundland",-56.03145379,48.71682825,1,111443.26,139.04,3.4,1.97,4.82,38206.21,0,323,0,0,0
1030,"Norway (mainland)",14.38749441,64.48315635,0,292659.35,362.9,1.8,1.81,16.14,53997.16,0.02,0,0,0,0
1205,"Sao Tome and Principe",6.73658832,0.45698585,1,1149.77,298.26,23,2.03,174.68,2839.9,0,0,0,453,0
826,"Djibouti",42.57794604,11.7498223,0,21566.74,284.86,28.5,0.06,33.12,2707.1,0,0,0,0,0
1344,"Prince Edward Island, South Africa",37.92046837,-46.62951236,1,50.06,146.63,5.1,3.1,0,0,0,39,0,0,0
1197,"South Georgia Island",-36.71862583,-54.3579816,1,3606.84,401.93,-1.2,5.09,0.00887203202803562,34266.97,0,210,0,0,0
1022,"MYS_Peninsula",102.17156933,4.03953031,0,132474.28,298.1,26,1.73,168.36,17778.24,0.28,162,0,130,154
912,"Ireland",-8.14504462,53.17822139,1,69315.05,90.87,9.6,1.78,66.22,37620.61,0.16,0,0,0,0
1024,"New Caledonia",165.67184978,-21.29461419,1,19326.28,237.34,22.3,1.03,14.1,36789,0,0,0,0,0
668,"Ceará",-39.62316019,-5.10290094,0,150480.95,216.2,25.7,0.49,57.63,7712.54,0.14,0,0,187,24
680,"Piauí",-42.98506567,-7.40795285,0,253816.49,162.11,25.8,0.58,12.58,680.9,0.05,0,0,289,0
665,"Amazonas",-64.71902655,-4.18918209,0,1576446.51,71.47,26.2,2,2.84,10737.32,0,0,0,0,0
19,"Antofagasta",-69.567667,-24.26666828,0,66233.91,1054.82,13.5,0,5.88,68448.52,0,0,276,0,0
819,"Cuba",-79.03522543,21.6201256,1,110516.99,150.07,25.1,0.74,104.08,18924.76,0.39,1,387,0,0
646,"Bonaire",-68.29014686,12.18382823,1,287.66,23.33,28,0.24,60.58,41168.61,0,12,110,0,362
962,"Distrito Federal",-99.1287943,19.27289092,0,1347.84,414.47,14.5,0.52,6288.39,31959.21,0.2,0,300,0,0
284,"México, México",-99.63098799,19.35975084,0,21742.84,632.61,15.3,0.56,782.34,11181.65,0.36,0,300,0,0
543,"Antigua",-61.7974499,17.07784288,1,285.27,47.97,26.5,0.56,300.3,19987.92,0,342,0,0,0
544,"Barbuda",-61.79667624,17.63400216,1,152.09,9.02,26.6,0.47,11.25,19987.92,0,346,0,0,0
871,"Heard Island",73.51694004,-53.09295145,1,359.87,567.15,-3.4,3.72,0,0,0,0,0,0,0
546,"Ashmore Reef",123.07830081,-12.26576228,1,17.95,0.53,28,0.54,0,0,0,74,0,0,0
909,"Uttaranchal",79.21330379,30.15378047,0,53421.76,1653.12,12.7,1.07,195.77,2774.14,0.17,146,0,0,0
910,"Uttar Pradesh",80.56728048,26.91588065,0,242823.84,67.72,25.3,0.51,859.35,2751.08,0.79,172,0,0,0
956,"Baja California Sur",-112.04228283,25.91864017,0,72260.93,248.87,21.5,0.09,8.99,16774.31,0.01,0,138,0,0
1389,"Mayotte",45.14392094,-12.82399148,1,373.68,90.7,25.2,0.66,483.98,1347.8,0,0,0,0,0
1393,"Guadeloupe",-61.57593924,16.22826612,1,1458.73,241.96,25.8,0.78,271.81,12060.19,0,7,0,0,0
1400,"Maldives",73.25213838,3.37168094,1,141.4,1.26,28.5,1.09,1225.55,17014.45,0,78,0,0,223
1402,"Department of Amazonas, Colombia",-71.49178608,-1.55438595,0,108185.9,31.13,26.1,2.41,0.88,14347.28,0,0,277,0,0
1404,"Department of Vichada, Colombia",-69.41520229,4.68044302,0,101414.05,35.57,27.1,1.74,0.69,14516.14,0.01,0,301,0,0
1405,"Department of Caquetá, Colombia",-73.98605937,0.77600732,0,90748.86,419.72,25.1,2.11,5.24,6047.12,0,0,277,0,0
1406,"Department of Meta, Colombia",-72.96614801,3.31878712,0,85908.04,593.27,25.4,1.75,13.3,22734.99,0.03,0,301,0,0
1409,"Department of Guainía, Colombia",-68.82399047,2.70987363,0,69280.74,37.65,26.3,2.3,0.71,14375.36,0,0,277,0,0
1412,"Department of Antioquia, Colombia",-75.59169711,6.91041669,0,63575.76,866.29,22.8,1.87,94.92,11758.8,0.05,0,309,0,0
1413,"Department of Guaviare, Colombia",-72.12678881,1.89760488,0,55964.91,47.36,26.6,1.87,1.96,14414.81,0.03,0,277,0,0
1414,"Department of Vaupés, Colombia",-70.5679998,0.60107212,0,53601.1,46.55,25.8,2.42,0.98,14378.1,0,0,277,0,0
1416,"Department of Chocó, Colombia",-76.97111853,5.98735733,0,45528.15,320.5,25.9,3.45,10.39,5214.83,0,0,309,0,0
1418,"Department of Casanare, Colombia",-71.62288976,5.36855768,0,44917.35,358,26.2,1.66,8.47,14693.94,0.02,0,301,0,0
1425,"Department of Napo, Ecuador",-76.90437207,-0.73270143,0,34068.53,1133.31,21.6,2.68,7.76,6728.94,0.11,0,289,0,0
1427,"Department of Nariño, Colombia",-77.86738824,1.5625476,0,32167.22,1169.89,20.7,2.45,49.4,4984.64,0.05,0,309,0,0
1428,"Department of Santander, Colombia",-73.51501536,6.67539407,0,30482.41,1009.37,22.3,1.39,68.22,17864.33,0.07,0,280,0,0
1429,"Department of Pastaza, Ecuador",-76.87324654,-1.70752832,0,29923.47,220.15,24.5,3.13,2.91,6576.83,0.01,0,289,0,0
1430,"Department of Cauca, Colombia",-76.85724838,2.38624019,0,29359.58,1039.7,19.3,2.2,47.87,6055.25,0.06,0,309,0,0
1431,"Department of Bolívar, Colombia",-74.51445715,8.71290747,0,26202.32,366.08,26.7,1.36,84.68,10295.1,0.05,0,294,0,0
1432,"Department of Arauca, Colombia",-70.95462028,6.54783283,0,25504.15,723.47,25.4,1.43,10.79,14494.41,0,0,301,0,0
1434,"Department of Córdoba, Colombia",-75.7995984,8.35055744,0,25081.81,250.05,26.8,1.23,66.05,6598.54,0.05,0,292,0,0
1435,"Department of Cundinamarca, Colombia",-74.12572224,4.76467036,0,24611.42,1081.96,17.6,1.39,395.92,11738.11,0.09,0,280,0,0
1436,"Department of Morona.Santiago, Ecuador",-78.00575051,-2.56254929,0,24216.3,938.96,20.5,2.05,6.56,5522.17,0.08,0,289,0,0
1437,"Department of Putumayo, Colombia",-75.8776753,0.45125981,0,24196.92,602.03,24.2,2.69,15.43,13890.72,0,0,277,0,0
1439,"Department of Tolima, Colombia",-75.26617086,4.04415197,0,23565.23,1168.59,19.5,1.29,61.65,8294.29,0.12,0,280,0,0
1440,"Department of Boyacá, Colombia",-73.12176347,5.75953219,0,23530.33,1031.12,15.4,1.34,53.27,11359.07,0.06,0,280,0,0
1441,"Department of Cesar, Colombia",-73.53626462,9.51846203,0,23063.17,743.89,25.9,0.95,41.33,10505.52,0.05,0,292,0,0
1442,"Department of Norte de Santander, Colombia",-72.889328,8.07747321,0,22953.28,996.37,20.5,1.31,54.54,8039.1,0.06,0,280,0,0
1444,"Department of Valle del Cauca, Colombia",-76.53174503,3.86885548,0,22148.87,895.93,20.9,1.96,191.79,11849.58,0.14,0,309,0,0
1445,"Department of Magdalena, Colombia",-74.26465262,10.18911827,0,21682.72,846.8,25.9,0.81,56.38,6164.53,0.08,0,292,0,0
1448,"Department of La Guajira, Colombia",-72.455167,11.45658715,0,21142.63,676.95,26.7,0.44,42.62,8119.09,0,0,292,0,0
1450,"Department of Huila, Colombia",-75.63988681,2.53903899,0,20437.37,818.56,18.7,1.39,53.54,7886.18,0.04,0,280,0,0
1451,"Department of Guayas, Ecuador",-80.01346948,-2.12346509,0,20278.39,124.53,24.7,0.8,250.35,10773.69,0.1,0,289,0,0
1452,"Department of Manabí, Ecuador",-80.1346407,-0.75216504,0,19463.75,122.99,24.2,1.03,74.67,8396.39,0.28,0,289,0,0
1454,"Department of Sucumbíos, Ecuador",-76.56287464,-0.01534099,0,18166.87,770.87,23.3,2.61,10.64,5789.52,0.01,0,289,0,0
1460,"Department of Esmeraldas, Ecuador",-79.21573647,0.71611742,0,15643.05,465.14,24.1,1.74,32.22,7724.8,0.09,0,289,0,0
1464,"Department of Pichincha, Ecuador",-78.78109871,-0.15303838,0,13777.46,1320.93,16.9,1.66,224.79,11608.31,0.11,0,289,0,0
1472,"Department of Loja, Ecuador",-79.65455134,-4.08873967,0,11182.78,826.52,19.6,0.61,39.87,7490.6,0.09,0,289,0,0
1474,"Department of Sucre, Colombia",-75.12276562,9.06298149,0,10876.76,76.09,27.7,1.07,79.08,5185.01,0.09,0,292,0,0
1476,"Department of Zamora.Chinchipe, Ecuador",-78.90215593,-4.16932061,0,10652.14,666.51,18.4,1.05,10.71,7285.08,0.07,0,289,0,0
1485,"Department of Azuay, Ecuador",-79.14645986,-3.01380939,0,8059.9,850.58,13,0.85,89.97,11743.88,0.09,0,289,0,0
1486,"Department of Caldas, Colombia",-75.33899912,5.33202803,0,7604.46,918.31,19.3,1.61,125.53,8825.67,0.15,0,280,0,0
1487,"Department of Los.Ríos, Ecuador",-79.48693418,-1.34418467,0,7272.9,160.49,24.7,1.8,106.66,8571.62,0.25,0,289,0,0
1488,"Department of Chimborazo, Ecuador",-78.71593693,-1.9684766,0,6529.26,742.65,9.7,0.91,72.64,6698.47,0.2,0,289,0,0
1490,"Department of Cotopaxi, Ecuador",-78.85504485,-0.86112605,0,6051.98,1172.09,12.6,1.24,68.4,9791.71,0.22,0,289,0,0
1491,"Department of El.Oro, Ecuador",-79.82623051,-3.50803631,0,5855.97,883.6,22.7,0.52,115.76,10027.52,0.12,0,289,0,0
1497,"Department of Imbabura, Ecuador",-78.35585817,0.40588163,0,4826.21,872.58,14.6,1.05,85.14,8479.22,0.1,0,289,0,0
1499,"Department of Atlántico, Colombia",-74.90317639,10.71712161,0,4442.95,62.53,27.8,0.55,580.49,8755.99,0.06,0,292,0,0
1500,"Department of Risaralda, Colombia",-75.92144949,5.06808208,0,4065.09,819.25,18.4,1.79,210.48,8683.69,0.2,0,280,0,0
1501,"Department of Bolívar, Ecuador",-79.10231809,-1.59053575,0,3956.72,1163.82,15.6,1.16,48.34,6369.43,0.24,0,289,0,0
1503,"Department of Carchi, Ecuador",-78.04864567,0.74040503,0,3577.23,1010.23,14.2,1.3,46.17,8342.12,0.09,0,289,0,0
1504,"Department of Tungurahua, Ecuador",-78.50471574,-1.29086711,0,3403.27,720.28,10.4,1.05,152.24,9329.57,0.12,0,289,0,0
1505,"Department of Cañar, Ecuador",-79.02443801,-2.52945565,0,3345.31,1315.56,13.9,1.06,73.65,9796.29,0.21,0,289,0,0
1507,"Department of Quindío, Colombia",-75.6901826,4.47823351,0,1742.09,703.9,17.8,1.4,330.69,8609.64,0.33,0,280,0,0
1509,"Department of San Andrés, Providencia y Santa Catalina, Colombia",-81.52318733,12.95185523,1,52.68,45.97,26.9,0.89,1477.11,14533.78,0,0,301,0,0
1514,"Region de Santa Cruz, Bolivia",-61.46098744,-17.29422485,0,357487.93,325.22,25,0.67,7.23,6086.38,0.05,0,280,0,0
1515,"Region del Beni, Bolivia",-65.15384976,-13.85661154,0,221077.51,81.39,26,1.12,2.17,4702.5,0,0,280,0,0
1516,"Region de La Paz, Bolivia",-68.1255194,-15.2230014,0,131873.52,1663,17.2,0.88,21.41,4987.24,0.02,0,280,0,0
1517,"Region de Potosí, Bolivia",-66.72667155,-20.53805043,0,120042.95,520.25,8.7,0.13,6.94,5171.2,0.02,0,280,0,0
1518,"Region de Pando, Bolivia",-67.31771833,-11.09125822,0,63843.49,43.36,26,1.26,1.65,6997.86,0,0,280,0,0
1519,"Region de Cochabamba, Bolivia",-65.63291732,-17.23216484,0,54561.52,1325.02,18.3,1.02,31.76,5136.18,0.04,0,280,0,0
1520,"Region de Oruro, Bolivia",-67.69140764,-18.62618565,0,51952.11,283.97,7.7,0.18,10.11,7311.94,0.01,0,280,0,0
1521,"Region de Chuquisaca, Bolivia",-64.29023968,-20.03866053,0,51132.8,972.44,18.7,0.36,11.25,4498.56,0.05,0,280,0,0
1522,"Region de Tarija, Bolivia",-63.8830757,-21.5925861,0,37488.61,1034.29,20.6,0.41,12.54,11404.81,0.04,0,280,0,0
1523,"Ulyanovsk Oblast, Russian Federation",47.96307183,53.90474883,0,36765.69,75.35,4.4,0.54,40.76,10772.28,0.5,0,0,0,0
1530,"New Zealand Stewart Island",167.90264629,-46.97978008,1,1618.16,142.03,9.7,1.6,0.96,32734.38,0,69,0,0,0
1528,"New Zealand North Island",175.73047975,-38.58107444,1,114606.56,278.7,12.5,1.36,30.16,32734.38,0.01,69,0,0,0
1529,"New Zealand South Island (without Stewart Island etc.)",170.51876894,-43.98245095,1,150834.8,478.69,8.9,1.72,7.87,32734.38,0.03,69,0,0,0
1531,"Kuram",73.53641233,38.2784102,0,38690.3,449.18,-5.6,0.43,0.66,2306.58,0,0,0,0,0
1532,"Mogoltausian",72.15526891,37.47662248,0,9114.13,612.5,-4,0.51,9.28,2223.32,0.01,0,0,0,0
1533,"Prisyrdarian",69.50562699,38.11214983,0,8795.47,426,14,0.45,115.27,2227.66,0.14,0,0,0,0
1534,"Turkestanian A",68.39321195,37.54842303,0,8331.75,234.65,17,0.15,134.35,2230.7,0.16,0,0,0,0
1535,"Turkestanian B",69.46396376,39.33013689,0,7225.79,626.11,0.1,0.56,12.77,2202.78,0.04,0,0,0,0
1536,"Zeravshanian A",71.31297788,39.17808601,0,7124.48,925.69,0,0.78,17.89,2197.82,0.1,0,0,0,0
1537,"Zeravshanian B",72.10587031,38.08057755,0,6116.68,763.17,-3.1,0.63,4.38,2220.04,0,0,0,0,0
1538,"Zeravshanian C",70.29040095,38.52416794,0,5554.25,628.73,7.2,0.58,26.85,2227.23,0.17,0,0,0,0
1539,"Hissaro-Darvasian A",69.97996641,40.34687006,0,5067.76,234.04,14.2,0.13,198.2,2356.12,0.18,0,0,0,0
1540,"Hissaro-Darvasian B",68.21071748,39.24710436,0,4288.32,793.32,2.9,0.45,37.59,2272.78,0.06,0,0,0,0
1541,"Hissaro-Darvasian C",70.13370636,39.02026455,0,4116.05,777.3,5.9,0.53,31.58,2229.45,0.16,0,0,0,0
1542,"Hissaro-Darvasian D",68.58429449,38.32870827,0,4061.17,279.32,14,0.31,351.51,2272.18,0.17,0,0,0,0
1543,"Hissaro-Darvasian E",69.02420807,39.75845901,0,3829.63,963.07,8.1,0.31,100.02,2260.77,0.17,0,0,0,0
1544,"Hissaro-Darvasian F",71.43327547,38.76516062,0,3738.75,670.22,-3.3,0.94,4.19,2229.45,0.04,0,0,0,0
1545,"South Tajikistanian A",68.66036363,38.77999773,0,3719.16,760.15,6.9,0.41,112.65,2240.29,0.14,0,0,0,0
1546,"South Tajikistanian B",71.80771943,38.43005936,0,3586.92,824.87,-1.5,0.74,6.91,2222.72,0.01,0,0,0,0
1547,"South Tajikistanian C",69.16362379,37.48382598,0,3493.91,247.1,17.1,0.23,136.03,2192.24,0.18,0,0,0,0
1548,"South Tajikistanian D",69.88962826,40.65598654,0,3158.05,635.89,10.9,0.31,101.61,2568.5,0.08,0,0,0,0
1549,"Eastern Tajikistanian A",71.97850671,36.95701656,0,2907.79,765.5,-2.9,0.54,8.82,2189.28,0.01,0,0,0,0
1550,"Eastern Tajikistanian B",69.45460615,38.89257198,0,2623.69,634.04,4.5,0.5,69.69,2229.45,0.15,0,0,0,0
1551,"Eastern Tajikistanian C",70.80601959,38.43365634,0,2282.65,755.33,3.7,0.57,9.78,2168.41,0.08,0,0,0,0
1552,"Western Pamirian A",67.67079205,39.37218098,0,1862.95,732.39,8,0.33,75.83,2390.82,0.18,0,0,0,0
1553,"Western Pamirian B",70.13281374,37.71440982,0,873.99,484.7,11.8,0.49,61.07,2156.96,0.07,0,0,0,0
1554,"Western Pamirian C",70.63900917,40.05110339,0,650.81,396.66,11.8,0.16,199.07,2076.55,0.08,0,0,0,0
1555,"Eastern Pamirian",71.3433881,39.49993386,0,510.15,453.07,-4.1,0.94,12.79,2071.84,0.03,0,0,0,0
1556,"Alayan",69.47852632,40.30353149,0,485.32,272.33,14.1,0.18,258.08,2663.72,0.13,0,0,0,0
1558,"Bayern, Germany",11.42234448,48.94621069,0,70442.03,219.52,7.9,1.09,177.17,47675.11,0.3,0,0,0,0
1565,"Niedersachsen, Germany",9.169924,52.77034433,0,47682.26,96.91,9,0.94,174.67,37000.35,0.38,0,0,0,0
1557,"Baden-Württemberg, Germany",9.05144112,48.54189242,0,35959.85,216.66,8.4,1.16,298.14,45713.31,0.26,0,0,0,0
1566,"Nordrhein-Westfalen, Germany",7.56652845,51.47667337,0,34222.62,157.01,9.2,1.09,518.92,41240.57,0.31,0,0,0,0
1560,"Brandenburg, Germany",13.39906636,52.47328025,0,29407.74,31.05,8.9,0.65,101.57,34602.41,0.36,0,0,0,0
1564,"Mecklenburg-Vorpommern, Germany",12.53758378,53.75312018,0,23146.6,27.25,8.4,0.76,74.32,33920.16,0.47,0,0,0,0
1563,"Hessen, Germany",9.03943802,50.60221272,0,20956.35,120.92,8.6,0.97,288.32,49827.56,0.24,0,0,0,0
1569,"Sachsen-Anhalt, Germany",11.70549564,52.01193723,0,20569.42,103.86,9.1,0.66,114.58,34804.04,0.49,0,0,0,0
1567,"Rheinland-Pfalz, Germany",7.45364496,49.91652331,0,19812.58,129.37,8.8,0.97,207.7,37268.48,0.24,0,0,0,0
1570,"Sachsen, Germany",13.35413619,51.05125501,0,18392.21,184.39,8.3,0.84,223.49,35223.71,0.4,0,0,0,0
1572,"Thüringen, Germany",11.03048454,50.90297495,0,16233.97,142.71,8,0.91,136.35,35265.34,0.38,0,0,0,0
1571,"Schleswig-Holstein, Germany",9.80582802,54.18882681,0,15618.88,18.89,8.5,1.08,180.3,36367.11,0.4,0,0,0,0
1568,"Saarland, Germany",6.95720789,49.39115879,0,2558.14,76.1,8.9,1.11,378.25,38967.94,0.15,0,0,0,0
1559,"Berlin, Germany",13.40878222,52.4993363,0,883.79,8.08,9.4,0.62,3355.1,36709.98,0.07,0,0,0,0
1562,"Hamburg, Germany",10.02720904,53.55456803,0,766.65,14.57,9.1,0.94,2049.54,59248.79,0.13,0,0,0,0
1561,"Bremen, Germany",8.7862345,53.11214432,0,318.26,6.36,9.2,0.87,1370.54,49833.51,0.1,0,0,0,0
1573,"Farah, Afghanistan",62.35176804,32.75697848,0,59853.99,552.35,17.6,0.06,12.38,2125.75,0.07,0,0,0,0
1574,"Helmand, Afghanistan",64.05165,31.16537136,0,57366.55,416.78,19.3,0.05,15.23,1772.46,0.05,0,0,0,0
1575,"Nimruz, Afghanistan",62.06959606,30.60203509,0,51827.69,187.67,22,0.02,7.02,2338.18,0.02,0,0,0,0
1576,"Kandahar, Afghanistan",65.60454211,31.01477029,0,50202.81,282.82,19.5,0.07,27.77,1778.57,0.04,0,0,0,0
1577,"Herat, Afghanistan",61.97366763,34.36084821,0,42305.59,568.66,14.1,0.13,38.48,2156.6,0.17,0,0,0,0
1578,"Ghazni, Afghanistan",68.23323226,32.7818088,0,39934.3,524.19,9.2,0.17,44.2,1908.59,0.08,0,0,0,0
1579,"Badakhshan, Afghanistan",70.77791969,36.93744766,0,35493.94,1026.32,2.2,0.62,28.71,1751.83,0.08,0,0,0,0
1580,"Ghor, Afghanistan",64.93313736,34.15108707,0,34445.72,330.9,3.8,0.2,19.26,1712.59,0.23,0,0,0,0
